,Job Title,Salary Estimate,Rating,Company Name,Location,State,Headquarters,Size,Founded,Industry,Sector,Revenue
1924,Business Data Analyst,$99K-$178K (Glassdoor est.),3.5,"PlushCare
3.5","San Francisco, CA",CA,"San Francisco, CA",1 to 50 employees,-1,Health Care Services & Hospitals,Health Care,Less than $1 million (USD)
1925,Research Data Analyst,$99K-$178K (Glassdoor est.),4.1,"UCSF Medical Center
4.1","San Francisco, CA",CA,"San Francisco, CA",10000+ employees,1907,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
1926,Data Analyst,$99K-$178K (Glassdoor est.),4.6,"Motiv Power Systems
4.6","San Francisco, CA",CA,"Foster City, CA",51 to 200 employees,2009,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD)
1927,Data Analyst,$99K-$178K (Glassdoor est.),4.2,"Upstart
4.2","San Mateo, CA",CA,"San Mateo, CA",201 to 500 employees,2012,Lending,Finance,Unknown / Non-Applicable
1928,Business Intelligence Data Modeler/Analyst,$99K-$178K (Glassdoor est.),4.3,"Credible
4.3","San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,2012,Lending,Finance,Unknown / Non-Applicable
1929,Data Studio Analyst,$99K-$178K (Glassdoor est.),5,"Priceonomics
5.0","San Francisco, CA",CA,"San Francisco, CA",1 to 50 employees,-1,Internet,Information Technology,Less than $1 million (USD)
1930,Data Analyst,$99K-$178K (Glassdoor est.),-1,"Applicantz, Inc.","San Francisco, CA",CA,"Houston, TX",51 to 200 employees,-1,-1,-1,Unknown / Non-Applicable
1931,Product Data Analyst,$99K-$178K (Glassdoor est.),3.7,"BOLD
3.7","San Francisco, CA",CA,"Guaynabo, PR",201 to 500 employees,2004,Internet,Information Technology,Unknown / Non-Applicable
1932,Data Analyst,$99K-$178K (Glassdoor est.),-1,Parsoft LLC,"San Francisco, CA",CA,"Louisville, KY",Unknown,-1,-1,-1,Unknown / Non-Applicable
1933,Clinical Data Analyst,$99K-$178K (Glassdoor est.),4,"Flatiron Health
4.0","San Francisco, CA",CA,"New York, NY",501 to 1000 employees,2012,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
1934,Data Analyst,$99K-$178K (Glassdoor est.),3.9,"thredUP
3.9","Oakland, CA",CA,"Oakland, CA",1001 to 5000 employees,2009,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable
1935,Data Analyst,$99K-$178K (Glassdoor est.),3.9,"Artech LLC
3.9","San Francisco, CA",CA,"Morristown, NJ",5001 to 10000 employees,1992,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD)
1936,Data Analyst,$99K-$178K (Glassdoor est.),3.6,"ICONMA
3.6","San Francisco, CA",CA,"Troy, MI",1001 to 5000 employees,2000,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
1937,Data Systems Analyst,$99K-$178K (Glassdoor est.),4.1,"UCSF Medical Center
4.1","San Francisco, CA",CA,"San Francisco, CA",10000+ employees,1907,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
1938,Data Analyst,$99K-$178K (Glassdoor est.),4.6,"The Voleon Group
4.6","Berkeley, CA",CA,"Berkeley, CA",51 to 200 employees,2007,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
1939,Senior Data Analyst,$99K-$178K (Glassdoor est.),3.4,"Redfin
3.4","San Francisco, CA",CA,"Seattle, WA",1001 to 5000 employees,2004,Real Estate,Real Estate,Unknown / Non-Applicable
1940,Data Analyst (College & Foundation Reporting),$99K-$178K (Glassdoor est.),-1,Albany Charter School Network,"Oakland, CA",CA,-1,-1,-1,-1,-1,-1
1941,Senior Data Analyst,$99K-$178K (Glassdoor est.),4,"Twitter
4.0","San Francisco, CA",CA,"San Francisco, CA",1001 to 5000 employees,2006,Internet,Information Technology,$2 to $5 billion (USD)
1942,Research Data Analyst,$99K-$178K (Glassdoor est.),4.1,"UC San Francisco
4.1","San Francisco, CA",CA,"San Francisco, CA",10000+ employees,1864,-1,-1,$25 to $50 million (USD)
1943,Data Analyst - Health,$93K-$159K (Glassdoor est.),3.4,"Impaq International, Llc
3.4","Oakland, CA",CA,"Columbia, MD",201 to 500 employees,2001,Consulting,Business Services,$50 to $100 million (USD)
1944,Operations Data Analyst,$93K-$159K (Glassdoor est.),5,"Turn/River Capital
5.0","San Francisco, CA",CA,"San Francisco, CA",1 to 50 employees,-1,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable
1945,Data Analyst,$93K-$159K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Francisco, CA",CA,"Princeton, NJ",501 to 1000 employees,2002,IT Services,Information Technology,$100 to $500 million (USD)
1946,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$93K-$159K (Glassdoor est.),3.8,"EY
3.8","San Francisco, CA",CA,"London, United Kingdom",10000+ employees,1989,Accounting,Accounting & Legal,$10+ billion (USD)
1947,Data Analyst,$93K-$159K (Glassdoor est.),4.1,"RGP
4.1","San Francisco, CA",CA,"Irvine, CA",1001 to 5000 employees,1996,Consulting,Business Services,$500 million to $1 billion (USD)
1948,Business Data Analyst - Senior/Director - Work from Remote,$93K-$159K (Glassdoor est.),2.5,"Vinsari LLC
2.5","San Francisco, CA",CA,"Irving, TX",51 to 200 employees,-1,-1,-1,Unknown / Non-Applicable
1949,Market Data Services Analyst,$93K-$159K (Glassdoor est.),3.2,"Evolver, Inc.
3.2","San Francisco, CA",CA,"Reston, VA",201 to 500 employees,2000,IT Services,Information Technology,$25 to $50 million (USD)
1950,"Financial Data Analyst, FP&A and Accounting",$93K-$159K (Glassdoor est.),3.7,"Lyft
3.7","San Francisco, CA",CA,"San Francisco, CA",5001 to 10000 employees,2012,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
1951,Loan Data Analyst,$93K-$159K (Glassdoor est.),3.7,"First Republic Bank
3.7","San Francisco, CA",CA,"San Francisco, CA",1001 to 5000 employees,1985,Banks & Credit Unions,Finance,$10+ billion (USD)
1952,Data and Policy Analyst IV,$93K-$159K (Glassdoor est.),3.2,"Acumen
3.2","Burlingame, CA",CA,"Burlingame, CA",201 to 500 employees,1996,Federal Agencies,Government,$10 to $25 million (USD)
1953,DATA Analyst-Remote,$93K-$159K (Glassdoor est.),3.7,"Software Guidance & Assistance
3.7","San Francisco, CA",CA,"Tarrytown, NY",51 to 200 employees,1981,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
1954,Business Data Analyst,$93K-$159K (Glassdoor est.),3.2,"Scale AI
3.2","San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,2016,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
1955,"Data Analyst, Growth",$93K-$159K (Glassdoor est.),4.1,"Omada Health
4.1","San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2011,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
1956,Data Analyst,$93K-$159K (Glassdoor est.),3.2,"QuinStreet
3.2","San Mateo, CA",CA,"Foster City, CA",501 to 1000 employees,1999,Advertising & Marketing,Business Services,$100 to $500 million (USD)
1957,Data Analyst,$93K-$159K (Glassdoor est.),5,"Softova Inc
5.0","San Mateo, CA",CA,"Piscataway, NJ",1 to 50 employees,-1,IT Services,Information Technology,$1 to $5 million (USD)
1958,Data Analyst,$93K-$159K (Glassdoor est.),4.1,"LeadStack
4.1","Foster City, CA",CA,"San Francisco, CA",51 to 200 employees,2016,IT Services,Information Technology,Unknown / Non-Applicable
1959,"Senior Data Analyst, Member Services",$93K-$159K (Glassdoor est.),4.8,"Chime
4.8","San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2013,Banks & Credit Unions,Finance,Unknown / Non-Applicable
1960,Data Analyst,$93K-$159K (Glassdoor est.),4.5,"Marin City Health and Wellness Center
4.5","Marin City, CA",CA,"Marin City, CA",1 to 50 employees,2007,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD)
1961,Senior Data Analyst,$93K-$159K (Glassdoor est.),4.1,"TaskRabbit
4.1","San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2008,Internet,Information Technology,Unknown / Non-Applicable
1962,Junior Data Analyst,$93K-$159K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","San Francisco, CA",CA,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
1963,Business Data Analyst,$93K-$159K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Francisco, CA",CA,"Princeton, NJ",501 to 1000 employees,2002,IT Services,Information Technology,$100 to $500 million (USD)
1964,"Sr. Data Analyst, Twitter Service Tech",$93K-$159K (Glassdoor est.),4,"Twitter
4.0","San Francisco, CA",CA,"San Francisco, CA",1001 to 5000 employees,2006,Internet,Information Technology,$2 to $5 billion (USD)
1965,Data Analyst,$93K-$159K (Glassdoor est.),4.6,"Ascent
4.6","Daly City, CA",CA,"Concord, CA",1001 to 5000 employees,2000,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
1966,Data Analyst,$93K-$159K (Glassdoor est.),3.4,"Thermo Fisher Scientific
3.4","South San Francisco, CA",CA,"Waltham, MA",10000+ employees,1902,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
1967,Data Analyst,$93K-$159K (Glassdoor est.),3.2,"Net2Source
3.2","San Francisco, CA",CA,"Somerset, NJ",1001 to 5000 employees,2007,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
1968,Senior Data Analyst,$82K-$116K (Glassdoor est.),3.3,"Vida Health
3.3","San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,2014,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
1969,Web Data Analyst,$82K-$116K (Glassdoor est.),4,"SACC
4.0","San Mateo, CA",CA,"San Mateo, CA",Unknown,-1,IT Services,Information Technology,$5 to $10 million (USD)
1970,Data Analyst (APPZ-DAHY),$82K-$116K (Glassdoor est.),-1,Applicantz,"San Francisco, CA",CA,"Houston, TX",51 to 200 employees,-1,-1,-1,Unknown / Non-Applicable
1971,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$82K-$116K (Glassdoor est.),-1,Ernst & Young LLP,"San Francisco, CA",CA,-1,-1,-1,-1,-1,-1
1972,Data Scientist Analyst,$82K-$116K (Glassdoor est.),3.9,"Netpace, Inc
3.9","Foster City, CA",CA,"San Ramon, CA",51 to 200 employees,1996,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
1973,Finance Data Analyst,$82K-$116K (Glassdoor est.),3,"Qualys
3.0","Foster City, CA",CA,"Foster City, CA",501 to 1000 employees,1999,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
1974,Business Data Analyst,$82K-$116K (Glassdoor est.),-1,"Scale AI, Inc.","San Francisco, CA",CA,-1,-1,-1,-1,-1,-1
1975,Data Quality Analyst,$82K-$116K (Glassdoor est.),3.8,"Focal Systems
3.8","Burlingame, CA",CA,"Burlingame, CA",1 to 50 employees,2015,Computer Hardware & Software,Information Technology,$1 to $5 million (USD)
1976,Data Analyst - San Francisco CA / VA - Fulltime,$82K-$116K (Glassdoor est.),3.8,"United IT Solutions
3.8","San Francisco, CA",CA,"Irving, TX",1 to 50 employees,2010,Consulting,Business Services,$1 to $5 million (USD)
1977,Data Analyst,$82K-$116K (Glassdoor est.),-1,cyitechsearch,"San Bruno, CA",CA,-1,-1,-1,-1,-1,-1
1978,Data Analyst,$82K-$116K (Glassdoor est.),-1,IT Avalon,"Oakland, CA",CA,"Brentwood, CA",51 to 200 employees,-1,-1,-1,Unknown / Non-Applicable
1979,HR Data Analyst,$82K-$116K (Glassdoor est.),4,"Snowflake Computing
4.0","San Mateo, CA",CA,"San Mateo, CA",1001 to 5000 employees,2012,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
1980,Scientific Data Manager and Analyst,$82K-$116K (Glassdoor est.),4.4,"Perfect Day
4.4","Emeryville, CA",CA,"Emeryville, CA",51 to 200 employees,2014,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
1981,Senior Data Analyst - Finance & Platform Analytics,$82K-$116K (Glassdoor est.),3.6,"Twitch
3.6","San Francisco, CA",CA,"San Francisco, CA",1001 to 5000 employees,2011,Internet,Information Technology,Unknown / Non-Applicable
1982,Data Analyst,$82K-$116K (Glassdoor est.),3.2,"Infotech Sourcing
3.2","San Francisco, CA",CA,"Edison, NJ",51 to 200 employees,-1,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD)
1983,Business Data Analyst,$82K-$116K (Glassdoor est.),3.9,"ApTask
3.9","San Francisco, CA",CA,"Iselin, NJ",201 to 500 employees,2010,IT Services,Information Technology,$50 to $100 million (USD)
1984,Product Compliance Data Analyst,$82K-$116K (Glassdoor est.),4,"Square
4.0","San Francisco, CA",CA,"San Francisco, CA",1001 to 5000 employees,2009,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
1985,Data and Policy Analyst - Statistical Programmer,$82K-$116K (Glassdoor est.),3.2,"Acumen
3.2","Burlingame, CA",CA,"Burlingame, CA",201 to 500 employees,1996,Federal Agencies,Government,$10 to $25 million (USD)
1986,Principal Data Analyst,$82K-$116K (Glassdoor est.),4.4,"Hinge Health
4.4","San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2014,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD)
1987,Data Analyst,$82K-$116K (Glassdoor est.),-1,Koger LLC,"San Mateo, CA",CA,"Arlington, VA",1 to 50 employees,-1,-1,-1,Unknown / Non-Applicable
1988,Data Analyst,$82K-$116K (Glassdoor est.),-1,TransReach,"Oakland, CA",CA,"East Brunswick, NJ",Unknown,-1,-1,-1,Unknown / Non-Applicable
1989,Master Data Analyst – SAP MDG Platform,$82K-$116K (Glassdoor est.),4.5,"Rose International
4.5","San Francisco, CA",CA,"Chesterfield, MO",1001 to 5000 employees,1993,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
1990,Data Systems Analyst,$82K-$116K (Glassdoor est.),-1,GLIDE MEMORIAL CHURCH,"San Francisco, CA",CA,-1,-1,-1,-1,-1,-1
1991,Data Analyst,$82K-$116K (Glassdoor est.),3.7,"Take-Two
3.7","Novato, CA",CA,"New York, NY",1001 to 5000 employees,1993,Video Games,Media,$1 to $2 billion (USD)
1992,CSV Data Validation Analyst,$82K-$116K (Glassdoor est.),3.9,"Netpace, Inc.
3.9","Foster City, CA",CA,"San Ramon, CA",51 to 200 employees,1996,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
1993,Senior Data and Fraud Analyst,$82K-$116K (Glassdoor est.),-1,Apto Payments,"San Francisco, CA",CA,"San Francisco, CA",1 to 50 employees,-1,-1,-1,Unknown / Non-Applicable
1994,Data and Reporting Analyst,$82K-$116K (Glassdoor est.),3.2,"Chinese Community Health Plan
3.2","San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,-1,Insurance Carriers,Insurance,Unknown / Non-Applicable
1995,Upstart - Data Analyst,$82K-$116K (Glassdoor est.),-1,V3 Talent Partners Inc.,"San Mateo, CA",CA,"Los Angeles, CA",Unknown,-1,-1,-1,Unknown / Non-Applicable
1996,"Position for Lead Data Analyst (Teradata, Oracle, Hadoop)",$65K-$120K (Glassdoor est.),3.7,"Arkhya Tech
3.7","San Francisco, CA",CA,"Herndon, VA",1 to 50 employees,2017,IT Services,Information Technology,Unknown / Non-Applicable
1997,"Data Analyst, Transaction Monitoring",$65K-$120K (Glassdoor est.),-1,Wish.com,"San Francisco, CA",CA,"Keswick, VA",1 to 50 employees,-1,-1,-1,Unknown / Non-Applicable
1998,Fleet Optimization Data Analyst (Solar + Storage),$65K-$120K (Glassdoor est.),3.2,"Stem Inc
3.2","Millbrae, CA",CA,"Millbrae, CA",51 to 200 employees,2009,Energy,"Oil, Gas, Energy & Utilities",$25 to $50 million (USD)
1999,Big Data Analyst,$65K-$120K (Glassdoor est.),3.7,"Redolent, Inc
3.7","San Mateo, CA",CA,"Newark, CA",1 to 50 employees,-1,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD)
2000,Business Data Analyst,$65K-$120K (Glassdoor est.),3.8,"VLink Inc.
3.8","San Francisco, CA",CA,"South Windsor, CT",201 to 500 employees,2006,IT Services,Information Technology,$25 to $50 million (USD)
2001,Data Analyst,$65K-$120K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","San Francisco, CA",CA,"Plainsboro, NJ",1 to 50 employees,-1,Accounting,Accounting & Legal,Less than $1 million (USD)
2002,Data Analyst,$65K-$120K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","San Francisco, CA",CA,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
2003,Senior Lead Data Analytics Analyst,$65K-$120K (Glassdoor est.),2.8,"Bank of the West
2.8","San Francisco, CA",CA,"San Francisco, CA",10000+ employees,1874,Banks & Credit Unions,Finance,$2 to $5 billion (USD)
2004,Data Analyst w/ Tealium - Remote Work,$65K-$120K (Glassdoor est.),4,"Two95 International Inc.
4.0","San Mateo, CA",CA,"Cherry Hill, NJ",1 to 50 employees,-1,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
2005,Data Analyst,$65K-$120K (Glassdoor est.),2.5,"Enclipse
2.5","Oakland, CA",CA,"Minneapolis, MN",51 to 200 employees,-1,IT Services,Information Technology,$5 to $10 million (USD)
2006,"Business Data Analyst Excel, Tableau - 100% Remote - Phoenix, Minneapolis, or Des Moines",$65K-$120K (Glassdoor est.),3.7,"PRIMUS Global Services, Inc
3.7","San Francisco, CA",CA,"Irving, TX",501 to 1000 employees,2002,Consulting,Business Services,$10 to $25 million (USD)
2007,Business Data Analyst - Senior/Director : 20,$65K-$120K (Glassdoor est.),4.6,"Akraya Inc.
4.6","San Francisco, CA",CA,"Santa Clara, CA",51 to 200 employees,2001,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
2008,Senior Data Analyst,$65K-$120K (Glassdoor est.),3.6,"Vida
3.6","San Francisco, CA",CA,"Vienna, Austria",Unknown,-1,-1,-1,Unknown / Non-Applicable
2009,Senior Data Analyst - User Growth,$65K-$120K (Glassdoor est.),3.4,"Redfin
3.4","San Francisco, CA",CA,"Seattle, WA",1001 to 5000 employees,2004,Real Estate,Real Estate,Unknown / Non-Applicable
2010,Senior Data Analyst,$65K-$120K (Glassdoor est.),3.5,"Flexport
3.5","San Francisco, CA",CA,"San Francisco, CA",1001 to 5000 employees,2013,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD)
2011,"Senior Compliance Data Analyst, Cash App",$65K-$120K (Glassdoor est.),4,"Square
4.0","San Francisco, CA",CA,"San Francisco, CA",1001 to 5000 employees,2009,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
2012,Data Analyst,$65K-$120K (Glassdoor est.),4.1,"Kforce
4.1","San Ramon, CA",CA,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
2013,Procurement Data Analyst,$65K-$120K (Glassdoor est.),3.3,"Bio-Rad
3.3","Hercules, CA",CA,"Hercules, CA",5001 to 10000 employees,1952,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
2014,Master Data Management (MDM) - Business Systems Analyst,$65K-$120K (Glassdoor est.),3.5,"Saama
3.5","South San Francisco, CA",CA,"Faridabad, India",1 to 50 employees,2007,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
2015,Sr. Data Analyst - Risk Analysis,$65K-$120K (Glassdoor est.),4.5,"OKCoin
4.5","San Francisco, CA",CA,"San Francisco, CA",501 to 1000 employees,2013,Internet,Information Technology,Unknown / Non-Applicable
2016,Lead Data Analyst (Product),$65K-$120K (Glassdoor est.),-1,Kinship,"San Francisco, CA",CA,"Chicago, IL",1 to 50 employees,-1,Advertising & Marketing,Business Services,Unknown / Non-Applicable
2017,Lead Data Analyst,$65K-$120K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Francisco, CA",CA,"Princeton, NJ",501 to 1000 employees,2002,IT Services,Information Technology,$100 to $500 million (USD)
2018,Salesforce Administrator and Data Analyst,$65K-$120K (Glassdoor est.),-1,SF IHSS Public Authority,"San Francisco, CA",CA,-1,-1,-1,-1,-1,-1
2019,Alerts Business/Data Analyst,$65K-$120K (Glassdoor est.),3.8,"Apex Systems
3.8","San Francisco, CA",CA,"Glen Allen, VA",1001 to 5000 employees,1995,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
2020,Senior Business Data Analyst,$65K-$120K (Glassdoor est.),4,"Hazelcast
4.0","San Mateo, CA",CA,"Palo Alto, CA",51 to 200 employees,2012,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
2021,BI Developer - Data Analyst,$65K-$120K (Glassdoor est.),4.1,"LeadStack, Inc.
4.1","Foster City, CA",CA,"San Francisco, CA",51 to 200 employees,2016,IT Services,Information Technology,Unknown / Non-Applicable
2022,Biological Data Analyst - Remote,$65K-$120K (Glassdoor est.),-1,Parker Institute for Cancer Immunotherapy,"San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,-1,Health Fundraising Organizations,Non-Profit,Unknown / Non-Applicable
2023,Data Systems Analyst (7199U,$65K-$120K (Glassdoor est.),4.1,"University of California Berkeley
4.1","Berkeley, CA",CA,"Berkeley, CA",10000+ employees,1682,Colleges & Universities,Education,$500 million to $1 billion (USD)
2024,Sr. Business and Data Analyst,$46K-$86K (Glassdoor est.),5,"addastaff
5.0","San Francisco, CA",CA,"San Mateo, CA",1 to 50 employees,-1,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
2025,Business Data Analyst - Senior/Director,$46K-$86K (Glassdoor est.),4.5,"HireTalent
4.5","San Francisco, CA",CA,"New York, NY",201 to 500 employees,1997,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
2026,"Lead Data Analyst, BI/Visualizations",$46K-$86K (Glassdoor est.),4.8,"Chime
4.8","San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2013,Banks & Credit Unions,Finance,Unknown / Non-Applicable
2027,"Lead Data Analyst, BI/Visualizations",$46K-$86K (Glassdoor est.),-1,Chime Bank,"San Francisco, CA",CA,-1,-1,-1,-1,-1,-1
2028,Epic Clarity Data Analyst,$46K-$86K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Oakland, CA",CA,"Newark, CA",51 to 200 employees,-1,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
2029,Senior Data Analyst,$46K-$86K (Glassdoor est.),2.7,"The Pill Club
2.7","San Mateo, CA",CA,"San Mateo, CA",201 to 500 employees,2014,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
2030,Senior Health Data Analyst,$46K-$86K (Glassdoor est.),-1,One Medical,"San Francisco, CA",CA,"South Melbourne, Australia",201 to 500 employees,-1,-1,-1,Unknown / Non-Applicable
2031,Business Data Analyst - Senior/Director,$46K-$86K (Glassdoor est.),3.9,"TalentBurst, Inc.
3.9","San Francisco, CA",CA,"Natick, MA",501 to 1000 employees,2002,IT Services,Information Technology,$50 to $100 million (USD)
2032,Sales Finance Data Analyst,$46K-$86K (Glassdoor est.),3,"Qualys
3.0","Foster City, CA",CA,"Foster City, CA",501 to 1000 employees,1999,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
2033,"Senior Business Technology Analyst - MDM / Data Management (San Francisco area, CA)",$46K-$86K (Glassdoor est.),3.8,"ZS Associates
3.8","San Francisco, CA",CA,"Evanston, IL",5001 to 10000 employees,1983,Consulting,Business Services,Unknown / Non-Applicable
2034,Data Integrity Analyst,$46K-$86K (Glassdoor est.),3.1,"I.T. Solutions, Inc.
3.1","Foster City, CA",CA,"Monmouth Junction, NJ",201 to 500 employees,-1,IT Services,Information Technology,Unknown / Non-Applicable
2035,"Business data analyst - SFO , CA",$46K-$86K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Francisco, CA",CA,"Princeton, NJ",501 to 1000 employees,2002,IT Services,Information Technology,$100 to $500 million (USD)
2036,Business Data Analyst WITH Data Standards and Migration,$46K-$86K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Francisco, CA",CA,"Princeton, NJ",501 to 1000 employees,2002,IT Services,Information Technology,$100 to $500 million (USD)
2037,Senior Data Analyst,$46K-$86K (Glassdoor est.),3.2,"QuinStreet
3.2","San Mateo, CA",CA,"Foster City, CA",501 to 1000 employees,1999,Advertising & Marketing,Business Services,$100 to $500 million (USD)
2038,BI Data Analyst / Business Analyst,$46K-$86K (Glassdoor est.),4.4,"Alliance IT
4.4","San Ramon, CA",CA,"Pleasanton, CA",51 to 200 employees,2011,IT Services,Information Technology,$5 to $10 million (USD)
2039,Senior Product Data Analyst,$46K-$86K (Glassdoor est.),3.9,"LiveCareer
3.9","San Francisco, CA",CA,"Guaynabo, PR",501 to 1000 employees,2005,Internet,Information Technology,Unknown / Non-Applicable
2040,"Senior Business Data Analyst, Growth Strategy",$46K-$86K (Glassdoor est.),3.5,"Square Trade
3.5","San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,1999,Insurance Carriers,Insurance,$2 to $5 billion (USD)
2041,Senior Product Data Analyst,$46K-$86K (Glassdoor est.),3.6,"BOLD
3.6","San Francisco, CA",CA,"Guaynabo, PR",201 to 500 employees,2004,Internet,Information Technology,Unknown / Non-Applicable
2042,Data Analyst Junior,$46K-$86K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","San Francisco, CA",CA,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
2043,"Job Opportunity with Cognizant for Data Analyst at SFO ,CA (NO OPT & NO CPT)",$46K-$86K (Glassdoor est.),4.4,"Next Level Business Services, Inc.
4.4","San Francisco, CA",CA,"Alpharetta, GA",5001 to 10000 employees,2007,IT Services,Information Technology,$100 to $500 million (USD)
2044,Senior Data Analyst,$46K-$86K (Glassdoor est.),4.4,"The Armada Group
4.4","San Francisco, CA",CA,"Santa Cruz, CA",51 to 200 employees,1995,IT Services,Information Technology,Unknown / Non-Applicable
2045,Sr Data Analyst,$46K-$86K (Glassdoor est.),4.9,"GoAhead Solutions
4.9","San Francisco, CA",CA,"South San Francisco, CA",1 to 50 employees,2001,IT Services,Information Technology,$10 to $25 million (USD)
2046,Senior Business and Data Analyst,$46K-$86K (Glassdoor est.),5,"addastaff
5.0","San Francisco, CA",CA,"San Mateo, CA",1 to 50 employees,-1,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
2047,Data Analyst - Int,$47K-$74K (Glassdoor est.),4.3,"Abacus Service Corporation
4.3","Oakland, CA",CA,"Southfield, MI",501 to 1000 employees,2004,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
2048,Senior Financial Systems Analyst / Business Intelligence Data Modeler,$47K-$74K (Glassdoor est.),3.8,"Franklin Templeton Investments
3.8","San Mateo, CA",CA,"San Mateo, CA",5001 to 10000 employees,1947,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD)
2049,Enrollment & Student Services Data & Systems Operations Analyst,$47K-$74K (Glassdoor est.),3.9,"Sutter Health System
3.9","Oakland, CA",CA,"Sacramento, CA",10000+ employees,1981,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
2050,"Lead Data Analyst, Product",$47K-$74K (Glassdoor est.),4.8,"Chime
4.8","San Francisco, CA",CA,"San Francisco, CA",201 to 500 employees,2013,Banks & Credit Unions,Finance,Unknown / Non-Applicable
2051,Biological Data Analyst,$47K-$74K (Glassdoor est.),-1,Parker Institute for Cancer Immunotherapy,"San Francisco, CA",CA,"San Francisco, CA",51 to 200 employees,-1,Health Fundraising Organizations,Non-Profit,Unknown / Non-Applicable
